chr,gene,length
chr1,PPOX.csv,12454
chr23,LOC105373379.csv,5038
chr17,LOC105371791.csv,1618
chr14,LRFN5.csv,297674
chr5,OSMR.csv,99568
chr4,LEF1-AS1.csv,8906
chr2,MIR4434.csv,53
chr12,POC1B-AS1.csv,15973
chr1,RSC1A1.csv,2321
chr22,LOC105373027.csv,2153
chr9,CNTRL.csv,102719
chr3,MIR8060.csv,76
chr12,LINC02955.csv,45337
chr17,KCNH6.csv,25659
chr12,SLC25A3.csv,12682
chr2,DNAH6.csv,360018
chr3,LINC02010.csv,3296
chr14,NOP9.csv,9275
chr19,ARMC6.csv,24574
chr15,LOC105370824.csv,4373
chr1,ATP1A1.csv,37274
chr1,DMAP1.csv,7203
chr8,LOC105377799.csv,622
chr1,LOC105378651.csv,13781
chr2,RPL31.csv,17436
chr20,STX16.csv,28244
chr14,SUSD6.csv,103549
chr22,LOC105372853.csv,17307
chr19,ZNF528.csv,25657
chr2,GORASP2.csv,38654
chr4,TMEM175.csv,26245
chr8,LOC105379312.csv,7886
chr3,LINC00636.csv,45703
chr6,LOC101928516.csv,621277
chr3,LOC107986168.csv,10278
chr2,SCYGR2.csv,363
chr6,CEP57L1.csv,79256
chr2,MIR7515.csv,67
chr1,LHX9.csv,23015
chr5,SLC26A2.csv,26643
chr3,LOC105374292.csv,121312
chr2,SCYGR4.csv,318
chr22,NCF4.csv,17010
chr9,ANKRD20A1.csv,43464
chr11,KCNJ5.csv,29808
chr8,LOC105375903.csv,8900
chr8,POLR3D.csv,9498
chr19,ZNF790-AS1.csv,30562
chr11,LOC101928477.csv,78734
chr13,LOC105370231.csv,10287
chr13,DIAPH3-AS2.csv,8808
chr4,ABHD18.csv,74693
chr23,ASMT.csv,47627
chr4,HSPA4L.csv,58938
chr7,ZNF853.csv,8681
chr20,LOC107985413.csv,1028
chr9,OLFM1.csv,45680
chr3,TIMMDC1.csv,26566
chr2,PHOSPHO2.csv,7240
chr11,LOC101929473.csv,34305
chr13,LOC107984617.csv,6049
chr16,LOC105371256.csv,15972
chr22,IGLV9-49.csv,511
chr2,LOC107985990.csv,35076
chr16,LCMT1.csv,66530
chr12,PCBP2.csv,29061
chr19,FXYD3.csv,8502
chr11,LOC105376641.csv,13218
chr2,LOC102724340.csv,246221
chr6,ETV7-AS1.csv,4982
chr1,CCDC27.csv,19248
chr1,C1QA.csv,3216
chr1,PTPRC.csv,118452
chr12,FOXJ2.csv,22843
chr8,LOC105379321.csv,964
chr17,LOC105371507.csv,11693
chr22,GP1BB.csv,1233
chr8,CYC1.csv,2450
chr12,RNF10.csv,43236
chr9,NOXA1.csv,11035
chr20,LOC107985416.csv,5047
chr15,ISLR2.csv,41513
chr22,IGLV8-61.csv,452
chr9,SMC2.csv,47660
chr3,DIPK2A.csv,20571
chr10,TBC1D12.csv,133904
chr6,C6orf120.csv,4235
chr5,SLC22A4.csv,49816
chr12,GTF2H3.csv,28776
chr21,MIS18A-AS1.csv,1795
chr8,ASAH1-AS1.csv,12784
chr4,REELD1.csv,17730
chr24,RBMY1B.csv,15875
chr8,LOC105379393.csv,53238
chr15,LINC01193.csv,52867
chr19,NOP53.csv,11513
chr13,LOC105370342.csv,17441
chr19,CNN1.csv,11549
chr4,SLC2A9-AS1.csv,28902
chr6,CCN6.csv,16874
chr2,LOC105374329.csv,59422
chr12,LOC101928387.csv,119950
chr22,MIRLET7B.csv,83
chr3,LINC00881.csv,11255
chr1,LOC105378768.csv,9124
chr23,UBA1.csv,24282
chr7,LOC105375260.csv,4168
chr1,MAPKAPK2.csv,49379
chr13,LOC105379278.csv,9826
chr12,CD9.csv,38321
chr19,MIR5196.csv,115
chr6,AFDN.csv,145460
chr3,LOC107986049.csv,12888
