chr,gene,length
chr2,LOC105374852.csv,5699
chr3,RPL14.csv,11249
chr5,LARP1.csv,134627
chr7,LOC105375168.csv,8838
chr7,TRBJ2-6.csv,53
chr5,PCDHA2.csv,217496
chr2,LBH.csv,28495
chr4,CLCN3.csv,103096
chr14,LOC105370407.csv,5972
chr10,LINC02665.csv,1460
chr6,IRF4.csv,19692
chr6,LOC105375059.csv,11701
chr16,CRAMP1.csv,65549
chr19,PWWP3A.csv,23471
chr9,DMRT3.csv,15078
chr20,SNORD12C.csv,79
chr1,TRAF5.csv,48353
chr14,KLHDC2.csv,18778
chr7,LINC00997.csv,4639
chr2,LOC105375809.csv,3219
chr17,YPEL2.csv,70078
chr9,ZNF169.csv,44670
chr23,CYLC1.csv,25566
chr11,LOC105369527.csv,2255
chr1,ECM1.csv,5681
chr17,SNORD1B.csv,86
chr15,LOC102723714.csv,13795
chr22,TSPO.csv,11684
chr16,LINC02152.csv,3276
chr19,EGLN2.csv,9244
chr19,MIR6088.csv,51
chr15,LDHAL6B.csv,1746
chr15,KNSTRN.csv,11568
chr19,ZNF540.csv,62806
chr1,OR2M4.csv,13263
chr8,MIR3674.csv,68
chr19,ARHGAP45.csv,20670
chr23,LOC105373250.csv,5684
chr13,CKAP2.csv,21199
chr11,MIR4487.csv,73
chr2,PDK1.csv,117326
chr1,LOC105373269.csv,38276
chr1,SYPL2.csv,15665
chr9,LCN1.csv,5245
chr6,TRV-CAC9-1.csv,73
chr10,WDR37.csv,75988
chr19,LOC107985303.csv,3226
chr5,LOC100505841.csv,53100
chr23,TSPYL2.csv,6174
chr20,BANF2.csv,42201
chr3,SNORD2.csv,70
chr5,LOC107986366.csv,31322
chr12,ACACB.csv,155561
chr17,STAT5A.csv,24397
chr19,PLD3.csv,29791
chr5,LINC02118.csv,35879
chr6,SMPDL3A.csv,21265
chr3,GNAT1.csv,6087
chr2,NRBP1.csv,14470
chr1,USH2A-AS2.csv,14453
chr6,GUCA1ANB.csv,8013
chr15,AKAP13.csv,368756
chr19,NFIC.csv,109588
chr2,ARPC2.csv,37211
chr22,NUP50.csv,24093
chr10,SHLD2.csv,96991
chr14,TRAV34.csv,596
chr14,LOC112268133.csv,10253
chr4,SNORD73A.csv,65
chr21,LINC00310.csv,9243
chr4,CPE.csv,119540
chr3,CFAP44-AS1.csv,29995
chr9,COL15A1.csv,127396
chr2,LOC105373902.csv,4304
chr17,RAP1GAP2.csv,282056
chr11,FAM118B.csv,53127
chr1,RGS13.csv,24165
chr5,LOC107986401.csv,3775
chr23,LOC107985697.csv,22698
chr12,ARL6IP4.csv,2677
chr1,LRRC7.csv,576443
chr12,LOC105370083.csv,1764
chr4,ANK2.csv,678115
chr1,LINC00260.csv,1277
chr14,MIR656.csv,78
chr17,LOC101927166.csv,21208
chr12,C12orf29.csv,14625
chr14,TRAJ24.csv,63
chr1,LINC01776.csv,61948
chr2,ACTR3.csv,72663
chr1,LINC02819.csv,25089
chr4,ENAM.csv,19354
chr16,LOC105371063.csv,823
chr7,FAM20C.csv,68202
chr13,LINC00354.csv,7799
chr22,GNAZ.csv,54519
chr10,TMEM236.csv,48807
chr20,LINC01721.csv,24822
chr3,MIR570HG.csv,23378
chr22,LOC105373075.csv,5146
chr8,TBC1D31.csv,123213
chr22,PPP6R2.csv,101764
chr1,LOC105371608.csv,4559
chr19,SNORA104.csv,139
chr22,IGLV2-14.csv,471
chr1,MIR6084.csv,110
chr19,SIGLEC7.csv,11267
chr5,LVRN.csv,65132
chr24,EIF1AY.csv,17379
chr10,ADO.csv,3760
chr21,NDUFV3.csv,20029
chr10,TACC2.csv,265380
chr2,LOC112268412.csv,9762
chr19,LOC644554.csv,9228
chr19,C19orf33.csv,756
chr5,EFCAB9.csv,9283
chr5,MARCHF11-AS1.csv,19456
chr2,KCMF1.csv,88312
chr23,LOC105373133.csv,51063
chr23,DNAAF6.csv,37637
chr2,GCA.csv,58463
chr15,ISG20.csv,20852
chr15,IVD.csv,30162
chr22,LOC105373069.csv,20616
chr2,AMER3.csv,13660
chr4,DTHD1.csv,65918
chr9,LOC107987015.csv,5544
chr5,LINC02241.csv,325854
chr13,LINC00544.csv,13958
chr20,LOC105372679.csv,3721
chr10,GRID1-AS1.csv,29485
chr2,LOC107985847.csv,12026
chr23,CSAG3.csv,6299
chr8,LOC105379303.csv,12356
chr21,LOC107985479.csv,7123
chr20,MIR1292.csv,66
chr9,LOC107987073.csv,4604
chr14,TTC6.csv,249559
chr21,LOC107985474.csv,13585
chr4,ARHGEF38.csv,129936
chr2,LOC107985776.csv,3470
chr16,LOC105376778.csv,10752
chr15,LOC105370839.csv,89498
chr20,TM9SF4.csv,57543
chr18,LOC100505549.csv,38953
chr1,LINC02798.csv,65462
chr3,MIR544B.csv,78
chr2,LOC105374760.csv,5222
chr22,LINC01311.csv,1127
chr10,TIMM23.csv,31254
chr11,RELA-DT.csv,8760
chr2,TRIM43.csv,7778
chr12,PRPF40B.csv,22413
chr2,SNORD70.csv,88
chr18,LOC105372185.csv,31422
chr2,THSD7B.csv,912174
chr16,LOC107983990.csv,3102
chr17,KSR1.csv,169998
chr12,FLJ12825.csv,63981
chr4,MIR4275.csv,87
chr2,HAT1.csv,61262
chr8,STAU2-AS1.csv,21445
chr7,DYNC1I1.csv,337769
chr23,ZCCHC12.csv,3145
chr4,LINC02283.csv,23213
chr6,PRDM1.csv,63210
chr22,TIMP3.csv,61337
chr4,KLB.csv,44604
chr14,LOC105370461.csv,295361
chr16,LINC02138.csv,2765
chr1,LOC105378638.csv,4674
chr6,LOC105377994.csv,16897
chr20,MYBL2.csv,49369
chr10,KCNIP2-AS1.csv,9822
chr6,LOC102723789.csv,45773
chr12,DDX47.csv,16636
chr1,KCNC4.csv,72336
chr7,ARHGEF35-AS1.csv,104269
chr5,PCDHB@.csv,196841
chr18,GALNT1.csv,130913
chr7,CBX3.csv,12165
chr4,LOC105374353.csv,3184
chr5,PCDHGC4.csv,27946
chr17,LRRC45.csv,7900
chr23,LOC105377211.csv,19959
chr15,LOC105370792.csv,6039
chr15,MIR3713.csv,45
chr3,PHLDB2.csv,244022
chr21,LOC112268279.csv,116947
chr6,TRR-ACG1-2.csv,73
chr13,HS6ST3.csv,749456
chr11,TIGD3.csv,2863
chr24,LOC105377225.csv,58902
chr1,LINC01781.csv,111034
chr11,SPON1.csv,305411
chr6,TBX18-AS1.csv,20077
chr6,LOC105377951.csv,14839
chr4,CPEB2.csv,67728
chr11,LINC02726.csv,20989
chr10,LOC107984283.csv,1836
chr5,RETREG1-AS1.csv,14044
chr19,MIR7-3.csv,110
chr1,TIPRL.csv,23148
chr4,BMP2K.csv,140016
chr19,OR4F17.csv,6053
chr17,C17orf64.csv,10337
chr7,MAGI2-AS2.csv,3290
chr12,GPRC5A.csv,26376
chr9,LOC105376332.csv,16342
chr5,TCOF1.csv,42610
chr1,BRINP3-DT.csv,3135
chr6,LOC105374973.csv,8833
chr18,MOCOS.csv,84661
chr4,UBE2K.csv,84657
chr23,BEX4.csv,2155
chr4,LOC105374344.csv,19337
chr4,SHROOM3.csv,348025
chr22,POLR2F.csv,88253
chr12,TSPAN31.csv,5181
chr16,TAOK2.csv,18394
chr2,LINC01856.csv,23527
chr3,LOC105377202.csv,51278
chr19,LOC107985340.csv,47636
chr3,FBXO45.csv,20400
chr13,SNORD102.csv,72
chr3,COL8A1.csv,160624
chr1,ZBTB7B.csv,15896
chr14,LOC105370438.csv,69541
chr3,SGO1-AS1.csv,11830
chr8,LOC105375691.csv,18534
chr15,MEF2A.csv,151072
chr6,LOC105378142.csv,3005
chr8,EXTL3.csv,147864
chr7,LOC107986841.csv,67777
chr7,LOC105375488.csv,20079
chr2,ESPNL.csv,32948
chr11,LOC105369335.csv,15038
chr9,HRCT1.csv,935
chr5,ZNF879.csv,11306
chr19,TBC1D17.csv,11220
chr2,IGKV3D-7.csv,532
chr12,NUP107.csv,58839
chr1,PKP1.csv,49484
chr2,LOC112268439.csv,12431
chr1,CFHR2.csv,15885
chr19,HCST.csv,2013
chr19,LOC112267872.csv,42347
chr23,GAGE1.csv,9547
chr11,SNORD13F.csv,85
chr1,LOC105378747.csv,15903
chr4,C4orf33.csv,22947
chr5,IL31RA.csv,82521
chr19,CFD.csv,3978
chr23,LINC01204.csv,21852
chr9,LOC112268043.csv,8912
chr15,LOC105370975.csv,1231
chr6,LOC107986551.csv,11937
chr1,DUSP12.csv,7453
chr7,TRBV20-1.csv,673
chr17,KANSL1-AS1.csv,3151
chr19,ZNF439.csv,20761
chr2,KCNK3.csv,40699
chr6,MAPK14.csv,95254
chr17,ZFP3.csv,17908
chr6,BAG2.csv,17508
chr11,OR51E1.csv,11507
chr23,FAM223A.csv,713
chr22,LOC112268289.csv,3684
chr5,RARS1.csv,32831
chr10,KNDC1.csv,66194
chr1,VWA1.csv,7193
chr19,ZNF233.csv,18793
chr7,LOC105375153.csv,137571
chr20,VAPB.csv,61891
chr2,POLE4.csv,11486
chr21,GET1.csv,48203
chr1,LOC105378631.csv,7368
chr2,LOC105374590.csv,6261
chr7,LINC00689.csv,17885
chr20,ZNF337-AS1.csv,54030
chr21,MIR4759.csv,83
chr5,PCDHA4.csv,205280
chr13,MIR92A1.csv,78
chr1,PRAMEF5.csv,9238
chr11,OR56B1.csv,2076
chr1,CRCT1.csv,1529
chr15,SNORD115-13.csv,82
chr2,NMS.csv,12799
chr23,VMA21.csv,12770
chr19,LOC105372273.csv,12541
chr3,SETMAR.csv,17281
chr12,MIR6762.csv,86
chr19,CPT1C.csv,23060
chr11,OR10G8.csv,3837
chr6,SNORD28B.csv,75
chr5,SEC24A.csv,80153
chr2,IL1F10.csv,7874
chr19,TJP3.csv,42430
chr2,LOC101926959.csv,3123
chr4,WDR19.csv,103338
chr4,USP17L15.csv,1662
chr1,LINC00869.csv,72512
chr21,CLDN14-AS1.csv,67721
chr4,C1QTNF7.csv,106352
chr9,LINC01503.csv,10555
chr3,EEFSEC.csv,272741
chr5,LOC105379118.csv,23133
chr19,ZNF761.csv,26278
chr8,KIFC2.csv,7957
chr6,LOC101929420.csv,19641
chr7,LOC105375481.csv,33651
chr16,KLHL36.csv,19176
chr8,LYN.csv,138129
chr16,ATP6V0C.csv,6493
chr2,PAX8-AS1.csv,31497
chr13,LOC107984621.csv,73315
chr18,LOC105372159.csv,11217
chr13,LINC00392.csv,23636
chr20,ZSWIM1.csv,4347
chr1,ARMH1.csv,50896
chr1,LAMC1.csv,122173
chr2,LINC01888.csv,3353
chr6,LOC107986656.csv,9530
chr7,LINC02848.csv,26616
chr11,CREB3L1.csv,43749
chr20,MIR4755.csv,72
chr4,MOB1B.csv,86205
chr20,SPINT4.csv,3484
chr8,ZNF7.csv,20562
chr15,SLC28A1.csv,91300
chr12,CD9.csv,38321
chr12,NABP2.csv,7847
chr1,RGS1.csv,4252
chr16,LMF1-AS1.csv,13492
chr19,ZSCAN5A-AS1.csv,26485
chr17,ENDOV.csv,22970
chr2,TRA-CGC3-1.csv,72
chr2,GPD2.csv,151114
chr9,C9orf163.csv,2573
chr19,ADGRL1-AS1.csv,34113
chr1,LOC105373260.csv,8338
chr3,LOC105374138.csv,27691
chr5,ZFYVE16.csv,75765
chr5,CDH6.csv,135461
chr7,LOC105375536.csv,89148
chr1,SLC16A1-AS1.csv,7658
chr1,LOC107985458.csv,32918
chr4,USP17L28.csv,1593
chr19,AZU1.csv,4182
chr21,LOC110091777.csv,43040
chr19,COX6B1.csv,10460
chr8,NDUFB9.csv,10857
chr5,PCDHGA11.csv,91925
chr9,SLC1A1.csv,97004
chr7,BPGM.csv,32964
chr2,ATP6V1B1.csv,29532
chr17,LINC02876.csv,2148
chr15,PLA2G4E-AS1.csv,26332
chr19,FSTL3.csv,6994
chr12,LOC105369755.csv,945
chr8,DEFB105B.csv,1915
chr15,LOC105371017.csv,19904
chr7,GTF2I.csv,102975
chr6,LOC105377992.csv,66504
chr2,LOC105373940.csv,3612
chr3,IRAK2.csv,78827
chr6,PAQR8.csv,45627
chr7,LINC02902.csv,6405
chr23,SPANXB1.csv,1113
chr12,STK38L.csv,81727
chr1,LINC00626.csv,5948
chr13,PCDH9-AS2.csv,89863
chr8,GRHL2.csv,185666
chr10,LOC105376350.csv,116889
chr1,AZIN2.csv,81137
chr11,ZNF215.csv,64719
chr1,ARHGAP29-AS1.csv,89195
chr16,MON1B.csv,11209
chr22,LOC105373013.csv,27834
chr11,PAUPAR.csv,2737
chr1,TMEM167B.csv,6171
chr9,TLR4.csv,20333
chr16,PIGQ.csv,14142
chr19,SF3A2.csv,11832
chr1,LOC105371610.csv,19371
chr17,TEN1-CDK3.csv,26783
chr2,LOC112268434.csv,6889
chr6,HINT3.csv,23475
chr14,SNORD113-3.csv,71
chr17,MFSD11.csv,67172
chr17,TMEM132E.csv,59737
chr21,LOC107985507.csv,15657
chr2,CHAC2.csv,7414
chr6,CASC15.csv,529408
chr9,BRD3OS.csv,6107
chr20,LOC105372645.csv,6238
chr1,OR2AJ1.csv,10451
chr19,ZNF257.csv,38997
chr14,LINC00638.csv,2518
chr3,STXBP5L.csv,516557
chr2,SLC4A3.csv,14351
chr4,LOC105378240.csv,4166
chr12,LINC02366.csv,27218
chr10,ADRB1.csv,3039
chr14,PAPLN.csv,38783
chr1,LOC105378733.csv,5757
chr6,LOC107986622.csv,126187
chr14,ARF6.csv,3973
chr12,MIRLET7I.csv,84
chr19,MIR1283-2.csv,87
chr2,LOC105373891.csv,87353
chr14,EVL.csv,172815
chr6,FAM50B.csv,19420
chr7,TRBV24-1.csv,477
chr3,CHRD.csv,10686
chr17,OR1R1P.csv,945
chr16,LINC02177.csv,52506
chr20,LOC100287792.csv,6325
chr19,SNORA118.csv,131
chr6,LOC105374936.csv,6098
chr7,LOC105375220.csv,52637
chr21,LOC107985508.csv,202346
chr6,RAB44.csv,35377
chr10,LOC102724863.csv,5245
chr17,NAGS.csv,4523
chr5,SLC36A1.csv,144975
chr17,RAD51C.csv,43472
chr11,FOLH1B.csv,61250
chr11,SNORD15B.csv,146
chr19,VASP.csv,19531
chr11,CST6.csv,1498
chr3,LOC105377183.csv,39119
chr17,CCL11.csv,2593
chr21,LOC112268280.csv,6754
chr16,SLC12A3.csv,50644
chr4,FAM114A1.csv,77934
chr8,PPP2R2A.csv,81173
chr1,G0S2.csv,979
chr3,RAB5A.csv,38079
chr11,OR9Q1.csv,157736
chr20,LOC107985416.csv,5047
chr16,DNAJA3.csv,30908
chr1,LOC107985517.csv,6438
chr15,RNU5A-1.csv,117
chr19,ZBTB32.csv,12568
chr19,OR7E24.csv,5282
chr6,SASH1.csv,358610
chr6,SNRNP48.csv,21770
chr22,LOC107987324.csv,9146
chr3,CLDN16.csv,121778
chr4,LOC101927947.csv,509606
chr2,LOC107985960.csv,136387
chr16,FLJ42627.csv,7148
chr2,AFTPH.csv,68678
chr16,SNX29.csv,597554
chr8,LOC157273.csv,10030
chr4,SLC30A9.csv,99960
chr2,UBE2F.csv,75769
chr7,LOC105375296.csv,8316
chr3,CPB1.csv,32377
chr11,STIP1.csv,19272
chr23,ARSF.csv,72494
chr2,LOC105373908.csv,4751
chr10,LINC02667.csv,3439
chr3,C3orf85.csv,14683
chr6,LOC105375051.csv,5342
chr8,CHMP7.csv,18364
chr8,LOC105375794.csv,1881
chr2,LOC105373909.csv,61147
chr1,LCE3B.csv,288
chr24,LOC112268312.csv,14317
chr13,LOC105370228.csv,52971
chr16,ARHGDIG.csv,2420
chr14,PLEKHH1.csv,56612
chr13,LOC105370327.csv,10989
chr11,OR4X1.csv,918
chr1,TRN-GTT2-1.csv,74
chr6,LOC101927189.csv,67686
chr4,FBXW7-AS1.csv,423
chr12,TMEM132C.csv,440746
chr2,LOC400940.csv,6255
chr2,LINC01143.csv,2114
chr2,LINC01824.csv,9284
chr12,MBD6.csv,9439
chr14,LOC105370457.csv,40472
chr1,MIR6079.csv,62
chr3,NEK11.csv,323615
chr4,CXXC4-AS1.csv,206628
chr1,NUDT4B.csv,3642
chr19,SIN3B.csv,50958
chr2,ASB1.csv,25324
chr2,COL3A1.csv,38374
chr6,LOC105377981.csv,60140
chr19,RPL18A.csv,3410
chr11,OR51M1.csv,9452
chr1,MICOS10-NBL1.csv,61474
chr8,FGF17.csv,9102
chr15,SNORD116-18.csv,94
chr2,LOC105373693.csv,106919
chr23,MIR1912.csv,80
chr16,LOC112268173.csv,1790
chr4,LOC107986297.csv,64842
chr13,WASF3.csv,149810
chr9,LOC107984035.csv,123240
chr11,LRRC51.csv,16046
chr7,SRI-AS1.csv,13109
chr1,SFT2D2.csv,27018
chr3,LOC107986067.csv,40295
chr2,GTF3C2-AS1.csv,2262
chr6,PNRC1.csv,4412
chr5,MIR5706.csv,80
chr20,BPIFB1.csv,36322
chr6,RRP36.csv,7977
chr15,SALRNA3.csv,1021
chr10,MCM10.csv,49553
chr2,ACP1.csv,13337
chr1,FBXO44.csv,8953
chr1,PRELP.csv,15547
chr20,LINC01524.csv,29589
chr11,BCO2.csv,43435
chr10,MIR511.csv,87
chr6,LOC107986640.csv,17436
chr14,MIR380.csv,61
chr6,ENPP1.csv,87136
chr22,KDELR3.csv,15352
chr4,ABCE1.csv,31214
chr2,ATP6V1C2.csv,64138
chr15,OR4F6.csv,3379
chr1,ROR1.csv,407482
chr1,MIR942.csv,86
chr19,MPND.csv,16523
chr9,CACFD1.csv,10871
chr11,LOC107984303.csv,34335
chr17,TMEM95.csv,2252
chr12,LOC105369823.csv,64662
chr9,ZNF658.csv,31417
chr1,LOC101929626.csv,5711
chr3,NKTR.csv,48729
chr10,ZRANB1.csv,48701
chr12,LOC105369950.csv,5583
chr6,TRL-CAA1-2.csv,105
chr19,ZNF224.csv,15482
chr18,ZNF236.csv,150352
chr17,SNORD7.csv,97
chr4,FGFR3.csv,15580
chr3,LOC112268450.csv,22911
chr7,LINC01000.csv,19758
chr1,MIR6769B.csv,62
chr7,SND1-IT1.csv,2569
chr11,TNNI2.csv,2698
chr7,SPDYE13.csv,8712
chr7,ARF5.csv,3290
chr1,MIR4426.csv,63
chr12,HELB.csv,41151
chr3,GFM1.csv,51055
chr12,TCTN2.csv,37298
chr1,CTRC.csv,10806
chr5,FAM153B.csv,64088
chr3,GPR15.csv,2704
chr5,PCDHB9.csv,4381
chr9,BNC2-AS1.csv,711
chr24,TTTY12.csv,5760
chr5,REEP2.csv,7909
chr14,LOC102723670.csv,20070
chr20,MIR4533.csv,71
chr2,IGKV1D-16.csv,476
chr3,DENND6A-DT.csv,3447
chr23,SMS.csv,54129
chr23,SH3BGRL.csv,96564
chr7,MIR590.csv,97
chr6,POLR1C.csv,944312
chr1,LINC01740.csv,10373
chr13,LOC105370129.csv,1430
chr11,OR10G4.csv,5736
chr16,LOC101930112.csv,8553
chr4,LOC102724780.csv,11652
chr12,SRGAP1.csv,318307
chr9,GARNL3.csv,169190
chr16,LOC102725116.csv,27757
chr11,MIR1260B.csv,89
chr20,NPEPL1.csv,26714
chr2,DUSP19.csv,21262
chr18,PSMG2.csv,67003
chr17,CALCOCO2.csv,34211
chr19,LENG8.csv,14402
chr5,LOC105374621.csv,6235
chr1,MIR6500.csv,86
chr9,PSAT1.csv,32969
chr16,LOC105371314.csv,17907
chr18,TYMS.csv,15926
chr13,PIBF1.csv,234329
chr22,LOC101927474.csv,1673
chr14,PPM1A.csv,53338
chr9,LOC107987132.csv,8869
chr10,LOC105376431.csv,14873
chr11,LOC105369149.csv,4403
chr14,SNORD114-7.csv,76
chr20,PI3.csv,1643
chr16,MIR3670-1.csv,65
chr7,PCOLCE.csv,5813
chr7,BRI3.csv,40726
chr1,IL19.csv,72209
chr23,MAGEA9.csv,5862
chr23,APOOL.csv,89464
chr15,ANKDD1A.csv,46790
chr15,MIR3118-4.csv,75
chr12,MYF6.csv,1841
chr11,LINC02742.csv,162322
chr15,LOC105370955.csv,56982
chr19,ZNF570.csv,21188
chr2,PRLH.csv,602
chr13,TSC22D1-AS1.csv,4537
chr12,NECAP1.csv,15608
chr12,METAP2.csv,41688
chr8,LOC105375740.csv,13240
chr4,TMA16.csv,25850
chr2,MIR7704.csv,59
chr2,RNF181.csv,3886
chr9,MIRLET7F1.csv,87
chr7,GALNTL5.csv,63524
chr11,LOC107984336.csv,35138
chr1,LOC105378607.csv,4787
chr14,LOC254028.csv,18998
chr6,TAAR6.csv,1038
chr15,MAP1A.csv,14004
chr19,LOC105372338.csv,8616
chr19,FGF22.csv,4495
chr1,AADACL3.csv,12651
chr16,SSTR5.csv,8708
chr19,MIR4746.csv,71
chr20,SPAG4.csv,5266
chr3,LOC101926886.csv,187452
chr23,LOC101928692.csv,2554
chr16,TRK-CTT4-1.csv,73
chr18,LOC105372042.csv,18756
chr11,DNAJC4.csv,3850
chr4,LOC107986279.csv,55397
chr2,SNORD92.csv,89
chr12,LOC105378250.csv,4973
chr6,TINAG.csv,82360
chr11,RBMXL2.csv,2151
chr9,KIAA1958.csv,182571
chr1,KPRP.csv,4032
chr10,LOC105378522.csv,26586
chr1,ACTN2.csv,78133
chr14,SNORD113-7.csv,76
chr11,MIR3161.csv,77
chr20,LINC01728.csv,751
chr19,LINC01842.csv,10171
chr18,LOC105371950.csv,4351
chr1,TRP-CGG1-1.csv,72
chr5,LOC105377766.csv,10065
chr1,CD1E.csv,4432
chr16,JPT2.csv,23808
chr13,LOC105370104.csv,8092
chr12,MIR1827.csv,66
chr2,LANCL1-AS1.csv,145622
chr12,GABARAPL1.csv,10252
chr2,ITGAV.csv,90846
chr6,LOC105374951.csv,18483
chr2,PHOSPHO2-KLHL23.csv,57410
chr7,TRBV12-3.csv,447
chr6,LOC107986526.csv,11079
chr1,LOC105378887.csv,37615
chr12,PIWIL1.csv,74822
chr12,NEDD1.csv,46559
chr9,TLE1-DT.csv,87188
chr10,LOC107984254.csv,4057
chr1,PABPC4-AS1.csv,8134
chr15,ADAMTSL3.csv,385748
chr16,LOC102725168.csv,2842
chr5,KIF2A.csv,84859
chr2,LOC105374491.csv,15128
chr18,IMPACT.csv,26862
chr7,LOC105375142.csv,4484
chr13,LOC102723910.csv,8567
chr7,MEPCE.csv,5329
chr9,LOC105376313.csv,4990
chr14,LRR1.csv,15733
chr22,PCAT14.csv,9205
chr15,SNX22.csv,5784
chr13,USPL1.csv,42908
chr11,LOC105369562.csv,4665
chr21,MIR125B2.csv,89
chr6,LHFPL5.csv,18719
chr15,SNORD116-3.csv,97
chr19,MADCAM1.csv,8858
chr14,LOC105370447.csv,1958
chr12,ATF7IP.csv,137296
chr1,LINC01657.csv,3122
chr11,ANO1.csv,203624
chr17,LOC339166.csv,158463
chr5,TRPC7-AS2.csv,89446
chr22,LOC107985549.csv,2024
chr9,LOC105376194.csv,16350
chr5,LOC105377689.csv,23999
chr12,LOC105369645.csv,2879
chr1,FDPS.csv,11865
chr6,ESR1.csv,475472
chr19,MISP3.csv,2277
chr3,EIF4G1.csv,20753
chr3,FGF12-AS1.csv,44468
chr12,LINC02451.csv,40119
chr23,TMEM31.csv,3124
chr10,LINC00858.csv,14680
chr2,HSPE1.csv,3071
chr14,EIF5.csv,10789
chr8,LOC105379321.csv,964
chr23,LOC105373292.csv,30872
chr2,KANSL1L-AS1.csv,34435
chr8,LOC107986898.csv,1099
chr8,LOC105375789.csv,18405
chr23,MAGEC3.csv,59827
chr11,MIR6860.csv,66
chr14,PLD4.csv,13489
chr11,OR9G1.csv,4790
chr6,HCG23.csv,3182
chr18,LOC107985164.csv,27943
chr7,LOC105375289.csv,2392
chr11,MS4A5.csv,18221
chr1,MTARC2.csv,37399
chr9,OSTF1.csv,58786
chr17,LINC02073.csv,10376
chr9,TDRD7.csv,84030
chr7,LOC107986850.csv,24969
chr23,TAB3-AS1.csv,4451
chr5,BHMT.csv,20480
chr17,SMIM5.csv,7973
chr13,MIR2276.csv,89
chr15,ALDH1A2-AS1.csv,7481
chr10,SEC23IP.csv,51962
chr23,AGTR2.csv,4231
chr11,RBM14.csv,13305
chr20,PIGT.csv,10101
chr9,UNC13B.csv,243329
chr13,MLNR.csv,2040
chr2,VSNL1.csv,117047
chr8,TGS1.csv,53000
chr19,CAMSAP3.csv,22442
chr20,LINC02597.csv,13161
chr2,LOC105373779.csv,5259
chr3,UBE2E2.csv,388919
chr11,RRM1.csv,44248
chr17,KCNJ18.csv,13178
chr11,DPF2.csv,20423
chr19,ZNF546.csv,23979
chr10,DENND10.csv,33903
chr2,LINC01867.csv,19423
chr10,GATA3.csv,29779
chr14,LOC107987206.csv,1703
chr24,LOC102724521.csv,40492
chr19,NCCRP1.csv,4921
chr24,LOC105379413.csv,11223
chr14,JDP2.csv,47416
chr12,SFSWAP.csv,88651
chr19,TEX45.csv,10903
chr8,MIR548AA1.csv,97
chr8,UBXN8.csv,37876
chr12,CFAP54.csv,385979
chr23,TSIX.csv,37027
chr21,LOC101928369.csv,36671
chr17,LOC105371819.csv,17745
chr23,MIR6858.csv,67
chr1,TNNI3K.csv,309042
chr23,RRAGB.csv,42463
chr5,SDHA.csv,46508
chr12,DTX1.csv,41296
chr22,MIR3201.csv,52
chr19,LRFN3.csv,10251
chr11,LOC105376642.csv,8284
chr1,LOC107985227.csv,4284
chr17,IGF2BP1.csv,58761
chr8,SLC25A37.csv,46508
chr21,IFNGR2.csv,34635
chr21,LOC102724652.csv,65287
chr13,TNFSF13B.csv,40245
chr4,LOC107986196.csv,16904
chr3,LINC00690.csv,5056
chr8,PTK2B.csv,147914
chr21,RNA18SN1.csv,1869
chr19,IFNL1.csv,2267
chr7,RSBN1L.csv,86564
chr12,LOC105369759.csv,4078
chr18,SERPINB8.csv,49699
chr6,LOC105377913.csv,64429
chr6,LOC107986623.csv,324476
chr19,DM1-AS.csv,4088
chr9,CYLC2.csv,23156
chr22,TUG1.csv,10131
chr2,MIR4773-1.csv,78
chr1,XPR1.csv,258258
chr3,RTP4.csv,3692
chr1,LOC105376863.csv,26548
chr6,UNC93A.csv,46983
chr15,TMC3-AS1.csv,118744
chr3,MLF1.csv,35263
chr17,UBALD2.csv,5951
chr1,LOC112268239.csv,5206
chr4,AP1AR.csv,41324
chr14,TRAJ10.csv,64
chr19,PLA2G4C-AS1.csv,3575
chr4,LINC02499.csv,19731
chr24,TSPY1.csv,2802
chr6,LOC105375019.csv,4226
chr2,LOC105373685.csv,2400
chr15,MIR5572.csv,137
chr2,PLEKHB2.csv,45001
chr8,CYC1.csv,2450
chr4,LINC02377.csv,5226
chr12,LOC101593348.csv,2351
chr19,LOC107985301.csv,1466
chr10,SLC18A2.csv,38317
chr15,TRK-CTT1-2.csv,73
chr19,LINC01535.csv,13651
chr15,LOC105370751.csv,4692
chr5,LINC02059.csv,2955
chr6,DEF6.csv,23954
chr4,LOC105377406.csv,105824
chr3,LINC00693.csv,183060
chr5,LOC105374612.csv,6696
chr15,LOC100129540.csv,7038
chr4,CLRN2.csv,11940
chr1,DCDC2B.csv,7380
chr15,ARID3B.csv,56912
chr19,MIMT1.csv,7655
chr11,MIR302E.csv,72
chr19,FFAR2.csv,3511
chr16,IRF8.csv,23448
chr1,LOC107985095.csv,2823
chr7,LOC107986822.csv,1162
chr9,FAM74A1.csv,5852
chr18,LOC105372028.csv,40865
chr14,LINC02833.csv,3284
chr16,CMTM3.csv,9897
chr11,KCNJ5.csv,29808
chr20,MCM8.csv,50290
chr11,PARVA.csv,158916
chr22,LOC107985563.csv,3732
chr7,LOC112267993.csv,12083
chr1,MATN1-AS1.csv,7975
chr2,LOC105373851.csv,17560
chr10,LOC105378430.csv,8090
chr19,OR7C2.csv,960
chr8,XPO7.csv,86924
chr1,TRQ-CTG7-1.csv,72
chr7,METTL2B.csv,29855
chr9,LINC02908.csv,10492
chr17,CCL7.csv,2022
chr1,LOC112268276.csv,179844
chr6,LOC107986651.csv,38036
