chr,gene,length
chr2,XRCC5.csv,96946
chr6,SNX9.csv,229032
chr22,LOC105373019.csv,769
chr22,CSF2RB.csv,26876
chr12,MIR1827.csv,66
chr12,LOC105369890.csv,193127
chr1,LOC105371614.csv,6535
chr7,LOC105375315.csv,12321
chr17,RHOT1.csv,110873
chr11,LOC100132686.csv,1132
chr18,LINC01909.csv,17021
chr16,ORC6.csv,8739
chr6,LOC105374904.csv,1730
chr11,LOC112268085.csv,5800
chr1,OR2L5.csv,10617
chr3,IQCJ-SCHIP1.csv,828041
chr7,RNY3.csv,102
chr17,LINC01975.csv,6043
chr21,LOC112268281.csv,38695
chr2,LOC101927213.csv,63269
chr18,MIR4529.csv,78
chr19,MIR521-1.csv,87
chr12,LOC105369611.csv,6000
chr14,GOLGA5.csv,45643
chr6,SIRT5.csv,40942
chr3,LOC105374042.csv,30277
chr7,CPA2.csv,22936
chr4,HGFAC.csv,7519
chr2,MYCN.csv,6455
chr16,ITGAX.csv,27833
chr8,LOC105379369.csv,13209
chr5,EPB41L4A-AS1.csv,1976
chr5,SLC25A46.csv,27013
chr9,LOC105376050.csv,106953
chr1,LOC107985593.csv,2302
chr22,MOV10L1.csv,71700
chr1,LOC105371680.csv,11456
chr17,ZNHIT3.csv,12632
chr6,CEP43.csv,53322
chr10,LOC101929165.csv,23617
chr2,IGK.csv,1378008
chr14,LINC02325.csv,122568
chr10,LOC105376394.csv,7269
chr5,TMCO6.csv,50883
chr5,BTF3.csv,7226
chr8,LOC105379246.csv,3291
chr4,LOC107986239.csv,2505
chr12,TIGAR.csv,38816
chr4,LOC105377306.csv,2875
chr17,CCL7.csv,2022
chr10,JMJD1C-AS1.csv,1335
chr6,TMEM151B.csv,8995
chr6,GRIK2.csv,676376
chr1,CATSPERE.csv,188492
chr4,LINC02496.csv,45089
chr3,IQCF2.csv,1810
chr7,GRM8-AS1.csv,14795
chr3,LOC105377016.csv,11029
chr2,TEX41.csv,408763
chr14,SNORD114-13.csv,73
chr16,TMEM208.csv,2149
chr20,TPD52L2.csv,26292
chr3,HRH1.csv,126320
chr6,LOC102724087.csv,55230
chr3,MIR4788.csv,80
chr12,LOC107984475.csv,8129
chr7,GLCCI1.csv,120285
chr3,MIR15B.csv,98
chr14,LIN52.csv,116627
chr20,LOC107985407.csv,9956
chr6,SNORD28B.csv,75
chr14,LOC105370480.csv,4936
chr8,LOC105375725.csv,51743
chr20,LOC112268270.csv,848
chr9,HRCT1.csv,935
chr10,LRRC27.csv,51446
chr11,PPFIBP2.csv,152706
chr15,SNORD115-16.csv,82
chr12,GPRC5D-AS1.csv,94773
chr2,LINC02831.csv,10679
chr24,LOC107985697.csv,22698
chr19,ANGPTL4.csv,10245
chr23,UBE2A.csv,9861
chr20,PKIG.csv,87163
chr12,IRAG2.csv,110761
chr4,DSPP.csv,8345
chr1,MSTO1.csv,4798
chr5,LOC112267935.csv,39052
chr2,YPEL5.csv,13966
chr5,NSG2.csv,63474
chr17,DRG2.csv,20086
chr17,ADPRM.csv,13965
chr11,OR5AN1.csv,12820
chr17,MIR2117.csv,80
chr8,GRHL2.csv,185666
chr6,STX11.csv,51896
chr19,LOC105372318.csv,7748
chr23,PAGE2B.csv,50983
chr13,UBE2L5.csv,7266
chr7,RINT1.csv,35509
chr18,LOC105372141.csv,6847
chr5,LOC101927023.csv,29027
chr15,LOC105370821.csv,12036
chr3,FAM240A.csv,14019
chr3,LOC105374187.csv,22476
chr23,SNORA36A.csv,132
chr20,LOC105372614.csv,57043
chr12,LOC105369783.csv,7137
chr1,IER5.csv,4201
chr21,CH507-9B2.8.csv,18607
chr8,LOC105375926.csv,4180
chr11,SCGB1D2.csv,2574
chr14,SNORD127.csv,101
chr16,CLDN9.csv,1583
chr13,MIR621.csv,96
chr4,WDFY3-AS1.csv,13825
chr4,LOC107986234.csv,5042
chr1,MIR4425.csv,84
chr17,WSCD1.csv,55312
chr20,LOC105372679.csv,3721
chr6,LOC102724736.csv,11676
chr8,LOC112268030.csv,10413
chr6,FUT9.csv,199639
chr3,CACNA1D.csv,319123
chr1,LOC105378816.csv,30877
chr19,MARCHF2.csv,25713
chr10,CYP2C9.csv,51434
chr10,PRXL2A.csv,29287
chr5,LOC105374639.csv,4908
chr12,TSPAN31.csv,5181
chr1,LOC105378789.csv,104921
chr11,PPP1R32.csv,9809
chr1,MIR4424.csv,86
chr12,NANOG.csv,9745
chr10,PALD1.csv,109909
chr22,COMT.csv,28204
chr2,LOC107985961.csv,160430
chr19,CYP4F22.csv,43831
chr6,TDRD6.csv,24052
chr17,PSMD3.csv,17153
chr15,LOC107984785.csv,7456
chr19,EFNA2.csv,18615
chr7,CLDN12.csv,12494
chr7,TCAF2.csv,109437
chr17,SP2.csv,36240
chr5,LOC105378967.csv,28618
chr19,MIR6792.csv,67
chr23,LOC112267875.csv,41493
chr23,FAM199X.csv,29450
chr1,INKA2-AS1.csv,7958
chr19,CLASRP.csv,31912
chr16,LINC01566.csv,28298
chr21,MIR6815.csv,61
chr11,LOC107984402.csv,37044
chr10,LOC105378545.csv,2961
chr10,LINC02648.csv,21066
chr11,LOC399900.csv,1573
chr19,PDCD2L.csv,21770
chr5,LOC105374672.csv,9125
chr4,UTP3.csv,2020
chr2,WDR54.csv,4539
chr16,ADAD2.csv,6010
chr7,TRRAP.csv,134710
chr12,CMAS.csv,19451
chr1,LOC107984948.csv,10244
chr6,LOC101927293.csv,217293
chr6,ABCC10.csv,24457
chr1,TAF12-DT.csv,5546
chr15,PWAR5.csv,3373
chr7,CREB3L2-AS1.csv,4619
chr5,LNPEP.csv,102655
chr4,DANCR.csv,8304
chr2,LOC105373851.csv,17560
chr7,TAS2R3.csv,1101
chr23,GPR82.csv,5950
chr13,LOC107984617.csv,6049
chr6,OR2H2.csv,7386
chr1,PRR9.csv,1727
chr19,ZNF460.csv,14088
chr16,LOC105371271.csv,4520
chr4,FDCSP.csv,9129
chr16,IL4R.csv,51111
chr23,GPR174.csv,30631
chr19,KLK2.csv,7129
chr16,MIR5189.csv,114
chr11,MIR1343.csv,84
chr12,LINC02404.csv,5353
chr7,CUX1.csv,467968
chr2,CAB39.csv,108234
chr20,TCEA2.csv,29998
chr3,MLF1.csv,35263
chr1,PARK7.csv,23795
chr18,KIAA1328.csv,403356
chr1,LOC105378748.csv,31967
chr2,CENPO.csv,29038
chr11,LGALS12.csv,10721
chr18,SNHG22.csv,37037
chr9,SNORD36C.csv,68
chr10,SGMS1-AS1.csv,6686
chr16,TMC7.csv,80009
chr12,LOC645485.csv,25666
chr1,MIGA1.csv,99892
chr18,LOC101927879.csv,1605
chr1,PRAMEF2.csv,4824
chr1,TMEM78.csv,2175
chr8,MIR5681A.csv,75
chr8,SNORD13.csv,104
chr17,RNF213.csv,137975
chr7,MIR6892.csv,115
chr11,RASSF10.csv,2804
chr11,COLCA2.csv,10387
chr5,RETREG1-AS1.csv,14044
chr16,LOC105371276.csv,1428
chr18,LOC105372228.csv,4470
chr5,SPRY4-AS1.csv,138762
chr12,HOXC12.csv,4054
chr12,PPHLN1.csv,122496
chr12,LINC02449.csv,7150
chr7,ITPRID1.csv,144631
chr5,DOCK2.csv,446136
chr9,PBX3.csv,220006
chr8,SYBU-AS1.csv,6600
chr14,MIR493.csv,89
chr23,EMD.csv,2288
chr3,LOC105376943.csv,2879
chr23,LOC389895.csv,1234
chr1,INAVA.csv,24212
chr13,MPHOSPH8.csv,39794
chr6,TINAG.csv,82360
chr1,FBXO44.csv,8953
chr3,FLJ42393.csv,2266
chr23,REPS2.csv,274067
chr8,LRRC14.csv,7208
chr1,LOC107985115.csv,45179
chr3,LOC107986040.csv,2236
chr14,OR11G2.csv,10180
chr15,LOC105370866.csv,68099
chr14,LINC01148.csv,16978
chr15,GABRG3.csv,570804
chr11,ELMOD1.csv,75771
chr2,LOC105373534.csv,1667
chr7,LSMEM1.csv,11521
chr1,LINC02806.csv,18512
chr3,SPSB4.csv,97265
chr14,TRAV38-2DV8.csv,598
chr12,SLCO1B3-SLCO1B7.csv,275549
chr12,LINC02367.csv,30154
chr6,EFHC1.csv,76857
chr8,KCNB2.csv,408666
chr5,LOC105379080.csv,163804
chr1,MIR4794.csv,77
chr16,PARD6A.csv,1819
chr24,LOC105377220.csv,4694
chr6,AMD1.csv,81097
chr23,GAGE2A.csv,7329
chr14,LOC105370581.csv,1895
chr5,MIR3977.csv,70
chr16,POLR2C.csv,9331
chr23,MBTPS2.csv,45807
chr19,PALM.csv,39395
chr19,PGLS.csv,9640
chr4,UGT2B10.csv,16045
chr14,TRAJ35.csv,59
chr21,KRTAP6-3.csv,636
chr1,TSSK3.csv,12546
chr6,LINC01012.csv,16188
chr14,FLVCR2.csv,69548
chr2,ZEB2-AS1.csv,1286
chr23,PAGE5.csv,3763
chr9,MUSK.csv,138445
chr19,DDA1.csv,13739
chr14,MIR6076.csv,113
chr12,WSCD2.csv,121250
chr1,PKP1.csv,49484
chr16,LOC388282.csv,6434
chr1,LOC107984932.csv,2001
chr5,LOC105379183.csv,1535
chr10,FAM170B-AS1.csv,29709
chr15,DUT-AS1.csv,14948
chr5,LOC107986472.csv,3747
chr5,C5orf47.csv,18360
chr14,PPP2R5C.csv,167420
chr13,RNASEH2B.csv,60785
chr5,WSPAR.csv,3593
chr5,RANBP17.csv,437998
chr10,PWWP2B.csv,20668
chr13,MLNR.csv,2040
chr1,NIPAL3.csv,59624
chr2,EFR3B.csv,117060
chr1,BCL9.csv,84716
chr9,SPACA9.csv,11995
chr9,LOC107987129.csv,7691
chr12,TMEM263.csv,18129
chr4,MIR1269A.csv,105
chr12,GPRC5A.csv,26376
chr19,PSG8-AS1.csv,5016
chr20,LOC105372705.csv,2003
chr4,MIR4276.csv,70
chr2,DARS1-AS1.csv,22367
chr2,ASDURF.csv,4943
chr1,MIR6500.csv,86
chr15,OR4F6.csv,3379
chr1,TRG-GCC1-2.csv,71
chr2,GMCL1.csv,51730
chr7,PSMC2.csv,24991
chr15,LOC105370904.csv,10324
chr7,LAT2.csv,19829
chr10,LOC107984029.csv,5129
chr10,LOC101929727.csv,248456
chr19,MRPL4.csv,8105
chr1,PEA15.csv,9993
chr20,RPN2.csv,62463
chr8,CASC21.csv,147995
chr17,LOC101927018.csv,18475
chr1,MIR6769B.csv,62
chr19,MIR5196.csv,115
chr8,FBXO25.csv,71155
chr14,EVL.csv,172815
chr1,PLA2G2F.csv,11064
chr11,PATE4.csv,6757
chr7,LOC100131472.csv,4863
chr7,LINC00244.csv,611
chr11,EPS8L2.csv,21526
chr5,DDX4.csv,79164
chr6,LOC105375070.csv,24630
chr19,MIR6796.csv,62
chr10,LOC105378443.csv,22360
chr5,FOXI1.csv,3841
chr4,LINC02353.csv,2183
chr6,GJA1.csv,14082
chr4,NFKB1.csv,116037
chr10,FUT11.csv,6829
chr2,LOC105373920.csv,27500
chr7,PIP.csv,7663
chr1,LOC107985041.csv,20008
chr6,BYSL.csv,11548
chr1,DESI2.csv,56274
chr13,LOC105370256.csv,42020
chr4,HELT.csv,2776
chr10,LINC02944.csv,6730
chr8,NPM2.csv,13601
chr23,TMLHE-AS1.csv,27571
chr9,ATP6V1G1.csv,11111
chr15,SNORD116-5.csv,97
chr17,CNP.csv,10946
chr18,RNF125.csv,72172
chr2,GPN1.csv,23265
chr14,LOC101927178.csv,32050
chr9,SNX30.csv,126125
chr17,KRTAP4-9.csv,1100
chr2,HECW2-AS1.csv,4181
chr1,SLC45A1.csv,26054
chr2,LOC105373351.csv,19654
chr1,SKI.csv,81895
chr8,RBM12B-AS1.csv,709
chr7,TRR-CCT4-1.csv,73
chr3,RAB7A.csv,88616
chr10,GDF10.csv,13381
chr6,LOC107986608.csv,93862
chr5,SRFBP1.csv,113650
chr11,OR10A5.csv,954
chr11,NUDT22.csv,3759
chr20,LINC00028.csv,1797
chr5,PCDHB3.csv,3355
chr12,CREBL2.csv,33233
chr10,LOC105376450.csv,1127
chr9,IFNA8.csv,1069
chr16,CKLF-CMTM1.csv,26560
chr13,LINC00399.csv,946
chr21,LOC105379504.csv,16038
chr7,FBXO24.csv,18628
chr24,TTTY15.csv,29858
chr9,LOC105376020.csv,8632
chr22,EMID1.csv,53702
chr14,AP5M1.csv,29828
chr10,ZNF33A.csv,57352
chr7,UMAD1.csv,238472
chr12,ANKRD13A.csv,40595
chr24,TTTY21B.csv,3644
chr12,HIP1R.csv,28464
chr6,SNORA40C.csv,128
chr10,LOC112268060.csv,11956
chr15,FAM98B.csv,33584
chr2,MIR7845.csv,99
chr8,RIPK2.csv,33249
chr19,ZNF701.csv,56985
chr10,LINC02870.csv,3118
chr1,LDLRAD2.csv,12961
chr14,LOC105370467.csv,143702
chr19,SPRED3.csv,10891
chr9,HSPA5-DT.csv,19451
chr4,GRIA2.csv,150464
chr17,LOC105371785.csv,5176
chr3,NDUFB5.csv,22854
chr19,LOC105372339.csv,3683
chr17,LOC105371909.csv,9253
chr6,LOC105377882.csv,12603
chr10,LINC00993.csv,37844
chr7,BBS9.csv,507995
chr3,LOC105374002.csv,3354
chr13,LINC00343.csv,54967
chr17,LOC105371739.csv,3744
chr2,MIR3681.csv,72
chr3,SLMAP.csv,173785
chr6,MEI4.csv,276772
chr15,TEX9.csv,201911
chr6,HSPA1A.csv,2400
chr8,NPBWR1.csv,4553
chr13,RASL11A.csv,4363
chr18,LOC107987261.csv,5293
chr17,SNORA67.csv,137
chr1,NBPF6.csv,50425
chr22,MIRLET7A3.csv,74
chr6,TFAP2D.csv,59508
chr6,HSF2.csv,33569
chr3,LOC105377104.csv,27803
chr15,RORA-AS2.csv,5681
chr20,RTEL1.csv,38444
chr7,OR2A14.csv,8013
chr22,LINC01643.csv,201282
chr2,DHRS9.csv,29091
chr12,TMEM120B.csv,69317
chr7,HOTTIP.csv,6839
chr11,ARL14EP.csv,15355
chr1,LOC105371689.csv,12151
chr16,HSD3B7.csv,3964
chr4,LOC105377267.csv,34668
chr1,TSEN15.csv,45756
chr16,SNX29.csv,597554
chr20,SLC9A8.csv,79415
chr18,LOC105371984.csv,8308
chr23,LOC101928415.csv,98636
chr23,OPN1LW.csv,14790
chr2,LOC101927881.csv,4128
chr6,SLC22A3.csv,106605
chr19,IL27RA.csv,21457
chr9,BARHL1.csv,7647
chr16,ZNF213.csv,7776
chr13,LOC105370314.csv,29375
chr8,LOC105379314.csv,29335
chr2,LINC01102.csv,78411
chr7,RSBN1L.csv,86564
chr12,ORMDL2.csv,3839
chr7,HILPDA.csv,2541
chr6,GRM1.csv,409968
chr10,LOC107984266.csv,32642
chr11,LINC02698.csv,242438
chr17,LINC02089.csv,37468
chr17,COX10.csv,139174
chr14,GNG2.csv,143627
chr6,LOC105375027.csv,21811
chr15,LOC105370965.csv,9053
chr16,RSL1D1-DT.csv,53039
chr8,LOC101929248.csv,9328
chr19,KASH5.csv,29785
chr24,LOC105373105.csv,12123
chr15,LOC107984772.csv,2714
chr12,DDN-AS1.csv,20894
chr13,SNORD13G.csv,105
chr1,SCNM1.csv,4153
chr16,TSC2.csv,41688
chr15,LINC02248.csv,94838
chr11,MIR6754.csv,66
chr9,LOC105376035.csv,39774
chr4,LOC105377399.csv,5625
chr12,LINC02366.csv,27218
chr22,HMGXB4.csv,39111
chr23,GS1-600G8.3.csv,9282
chr15,SNORD116-12.csv,94
chr23,F8A2.csv,1707
chr14,PCK2.csv,9815
chr15,SNORD116-18.csv,94
chr5,LOC105377694.csv,27811
chr18,SOCS6.csv,41155
chr17,AANAT.csv,17447
chr17,NBR2.csv,28115
chr5,LOC105379122.csv,18561
chr5,LOC105379053.csv,9995
chr14,LOC105370416.csv,2996
chr16,VAC14-AS1.csv,18157
chr2,IGKV3D-11.csv,514
chr10,WDR11.csv,58213
chr12,NEDD1.csv,46559
chr5,CARD6.csv,14158
chr17,TLK2.csv,144574
chr2,IGKV6D-21.csv,552
chr16,NAA60.csv,43353
chr23,LOC101928832.csv,100806
chr6,MLIP.csv,247410
chr9,FOXD4L3.csv,2218
chr5,LOC107986391.csv,11891
chr11,MIR4693.csv,75
chr6,BTN1A1.csv,10123
chr21,LINC01697.csv,89196
chr11,OR5D14.csv,945
chr13,SPATA13.csv,327268
chr1,LOC105371630.csv,10063
chr8,LOC107986949.csv,3665
chr18,LOC107985129.csv,5109
chr7,TSL.csv,11519
chr20,RTEL1-TNFRSF6B.csv,40889
chr5,LINC01020.csv,35646
chr21,LOC105372756.csv,4135
chr8,CA13.csv,38616
chr11,TIMM10B.csv,3181
chr9,LOC105376085.csv,6169
chr1,LOC105371214.csv,1548
chr17,LOC105371789.csv,4684
chr6,C6orf223.csv,7028
chr7,ZNF727.csv,42146
chr2,LOC101927383.csv,3476
chr21,LOC112268279.csv,116947
chr15,SNORD116-29.csv,85
chr1,TNFRSF8.csv,80911
chr15,FAM30C.csv,46560
chr5,ARHGAP26-IT1.csv,1667
chr3,LOC107986103.csv,5273
chr22,LOC105372976.csv,8681
chr17,KPNB1.csv,35587
chr15,LOC107984714.csv,43370
chr2,LINC01884.csv,1810
chr3,CCDC66.csv,64713
chr16,TGFB1I1.csv,5809
chr12,LINC02454.csv,10119
chr6,PPP1R11.csv,3470
chr7,DNAAF5.csv,59787
chr6,NQO2.csv,19862
chr10,BAMBI.csv,5412
chr6,BVES-AS1.csv,32259
chr7,MEST.csv,20291
chr2,FAM201B.csv,1617
chr6,TRIM40.csv,12776
chr2,LINC01320.csv,45007
chr19,MIR518A1.csv,85
chr21,LOC105379490.csv,7914
chr13,RNF17.csv,141176
chr11,KMT2A.csv,90341
chr17,SNORD4A.csv,72
chr22,GRAMD4.csv,106740
chr7,MIR671.csv,118
chr3,PCNP.csv,20372
chr10,FAM53B-AS1.csv,10747
chr8,LOC105375896.csv,33671
chr11,OR56A3.csv,9097
chr4,LOC105377320.csv,6894
chr1,TPRG1L.csv,5113
chr19,ZNF333.csv,43956
chr5,LOC105379085.csv,121474
chr7,LOC116435278.csv,13928
chr22,POLR2F.csv,88253
chr12,PRPF40B.csv,22413
chr1,LOC105378930.csv,21481
chr1,LINC01037.csv,33595
chr3,LINC00312.csv,2887
chr8,MIR5680.csv,84
chr9,LCN9.csv,7423
chr17,LOC101929650.csv,71979
chr14,ADAM21.csv,7732
chr5,FGFR4.csv,11230
chr1,MIR4422.csv,83
chr3,LINC01990.csv,32983
chr19,ZNF426-DT.csv,1065
chr14,LOC112268135.csv,93016
chr1,SYTL1.csv,11911
chr14,LOC107984659.csv,14274
chr11,LOC101927673.csv,6722
chr22,LOC105373069.csv,20616
chr11,MIR4492.csv,80
chr8,GINS4.csv,15826
chr11,SIDT2.csv,18700
chr12,TRD-GTC2-8.csv,72
chr12,ACACB.csv,155561
chr6,PRR3.csv,7015
chr18,PSMG2.csv,67003
chr8,LOC107984005.csv,79855
chr5,IRX1.csv,5572
chr1,RABGAP1L.csv,835895
chr5,LOC105374739.csv,90294
chr3,LOC107986020.csv,21174
chr2,LIPT1.csv,8171
chr16,MIR4718.csv,51
chr15,SNORD115-23.csv,82
chr4,LINC02509.csv,4899
chr10,LOC105378556.csv,2407
chr6,CCR6.csv,27347
chr1,LHX8.csv,71021
chr5,LOC105378208.csv,28760
chr22,SMTN.csv,40507
chr2,TUBA3D.csv,6816
chr3,DTX3L.csv,10866
chr14,RNASE2.csv,950
chr10,PLPP4.csv,143170
chr2,SIX3.csv,4370
chr11,LOC107984412.csv,45206
chr14,TRAJ36.csv,59
chr16,ZFPM1.csv,85250
chr20,MAP1LC3A.csv,13523
chr14,ADCK1.csv,134951
chr2,MIR3679.csv,68
chr19,APOC4-APOC2.csv,7328
chr3,ZCWPW2.csv,177638
chr20,LINC01270.csv,22200
chr15,TMEM266.csv,145051
chr4,FAM47E.csv,69744
chr15,CORO2B.csv,209434
chr3,KCNMB2.csv,308036
chr12,LOC105369928.csv,27731
chr20,ATRN.csv,180101
chr12,MIR1252.csv,65
chr2,TMEM247.csv,4861
chr17,TCAP.csv,1206
chr11,FIBIN.csv,2976
chr13,WASF3.csv,149810
chr7,LOC105375342.csv,6613
chr5,CCDC152.csv,45622
chr13,LOC105370117.csv,25933
chr2,LBH.csv,28495
chr4,LOC105374359.csv,18045
chr23,UPRT.csv,148529
chr10,LOC107984222.csv,28805
chr1,PATJ.csv,421439
chr2,CFAP36.csv,25476
chr11,OR8G5.csv,9849
chr20,UBE2C.csv,4309
chr1,HSD3B2.csv,8104
chr8,LOC105377781.csv,39877
chr12,MIR6761.csv,72
chr19,DAND5.csv,5185
chr5,ZNF131.csv,55411
chr14,OR4K2.csv,8791
chr11,LOC102723370.csv,366414
chr3,BBX.csv,288378
chr6,MAP3K5-AS1.csv,19085
chr2,WBP1.csv,2444
chr12,UBE3B.csv,66219
chr14,GPR137C.csv,84878
chr4,SMARCA5.csv,43986
chr1,SNORD38B.csv,69
chr11,LINC02548.csv,63617
chr7,PPP1R17.csv,22944
chr6,MIR548A2.csv,97
chr2,GACAT3.csv,35263
chr4,GSX2.csv,2336
chr15,PSTPIP1.csv,42796
chr18,USP14.csv,56073
chr2,LOC105373527.csv,1727
chr3,LOC105374164.csv,73295
chr1,EXTL1.csv,14690
chr19,PIK3R2.csv,17370
chr9,LOC105376091.csv,26687
chr14,CARMIL3.csv,17721
chr4,NEIL3.csv,53066
chr1,OR2T1.csv,4973
chr5,ERBIN.csv,155972
chr20,RTF2.csv,50823
chr13,LINC00440.csv,44950
chr13,LINC00421.csv,1701
chr7,CDK6-AS1.csv,80705
chr4,LOC107986303.csv,2307
chr1,PTPRF.csv,101429
chr2,THNSL2.csv,16286
chr12,LOC105370079.csv,2788
chr5,LINC02211.csv,111328
chr15,CYP1A2.csv,7763
chr15,CARMAL.csv,41853
chr6,PHACTR2.csv,294308
chr9,LOC105375951.csv,261361
chr23,EOLA1.csv,14745
chr20,LOC105372522.csv,6792
chr2,MIR26B.csv,77
chr10,HABP2.csv,38772
chr17,TAF15.csv,37759
chr1,PLPPR4.csv,46629
chr3,LOC105377017.csv,14837
chr3,ATP2C1.csv,166118
chr13,LOC107984627.csv,3591
chr1,LOC105373143.csv,16586
chr17,NME1-NME2.csv,18186
chr14,TRAJ17.csv,63
chr11,TAF6L.csv,15947
chr12,AQP6.csv,4193
chr6,SH3BGRL2.csv,166027
chr1,NEK7.csv,165423
chr16,LINC02194.csv,16757
chr1,IVL.csv,3341
chr7,LOC105375613.csv,4195
chr7,LOC101929022.csv,1224
chr2,LOC105373790.csv,96114
chr4,GUCY1A1.csv,70335
chr8,LOC254896.csv,19204
chr16,STX4.csv,7074
chr2,LOC101927960.csv,282946
chr4,PARM1.csv,116998
chr11,LOC105369420.csv,1385
chr1,CNKSR1.csv,12394
chr16,LINC02168.csv,958
chr7,NUDT1.csv,8920
chr11,TEX12.csv,5185
chr9,LOC105376238.csv,4685
chr12,LOC105370091.csv,6652
chr24,TBL1Y.csv,198561
chr20,LOC107985432.csv,2266
chr11,TMEM9B-AS1.csv,11609
chr9,LOC107987065.csv,65176
chr12,LOC105370050.csv,12403
chr1,FNBP1L.csv,106544
chr11,LOC105376650.csv,35705
chr14,LOC105370543.csv,10221
chr23,LOC107985706.csv,45390
chr3,THRB-AS1.csv,5925
chr19,MIR1283-2.csv,87
chr1,GSTM2.csv,15941
chr6,KIAA1586.csv,9049
chr1,SCCPDH.csv,43729
chr10,LOC105378319.csv,20298
chr5,LOC105377715.csv,101807
chr12,PRMT8.csv,212625
chr12,HMGA2.csv,141832
chr7,MRPS17.csv,4624
chr23,PCYT1B-AS1.csv,8165
chr20,PTPRA.csv,174486
chr7,TRBV10-1.csv,450
chr1,LOC105378867.csv,17992
chr10,RPEL1.csv,2130
chr8,LINC02235.csv,81042
chr20,MIR3616.csv,92
chr8,LINC01617.csv,4093
chr14,TRAV22.csv,519
chr3,NBEAL2.csv,30039
chr2,LOC107985997.csv,18174
chr4,TMA16.csv,25850
chr13,PDS5B.csv,191588
chr1,LINC01781.csv,111034
chr5,UTP15.csv,17640
chr5,SNORA13.csv,133
chr2,LOC101927235.csv,12343
chr16,FLYWCH2.csv,16579
chr10,KIFBP.csv,28180
chr16,FAM234A.csv,35204
chr22,UFD1-AS1.csv,7038
chr4,LOC107986193.csv,2568
chr1,LOC105378607.csv,4787
chr3,LOC646903.csv,1964
chr3,LINC00885.csv,18255
chr3,LRRC2-AS1.csv,2291
chr15,LOC105370824.csv,4373
chr11,MS4A12.csv,14688
chr22,IGLV1-36.csv,468
chr1,KIF26B.csv,554448
chr6,CCDC28A.csv,19551
chr5,LINC00603.csv,1034
chr14,RNASE3.csv,964
chr17,LOC105371910.csv,4176
chr19,GEMIN7.csv,15892
chr19,ZNF446.csv,13182
chr19,MIR6797.csv,72
chr10,ZMYND11.csv,124550
chr8,CCN3.csv,7989
chr2,RTP5.csv,4095
chr2,INHBB.csv,5668
chr17,KRT10-AS1.csv,17130
chr10,LOC101929256.csv,66164
chr5,LOC105378977.csv,54367
chr4,LOC105374516.csv,31627
chr2,CAMKMT.csv,410879
chr6,LOC107986617.csv,98971
chr2,SNORD11.csv,84
chr7,GIMAP2.csv,7936
chr19,MIR4748.csv,82
chr21,PDE9A.csv,121889
chr17,MIR548AA2.csv,97
chr12,RAD9B.csv,32982
chr11,LOC107984368.csv,8888
chr1,SMYD3-AS1.csv,5245
chr12,MIR4497.csv,89
chr9,TTC16.csv,15527
chr19,BISPR.csv,10051
chr11,RAG1.csv,69410
chr3,IL1RAP.csv,145666
chr7,MACC1-AS1.csv,11616
chr11,OR4A47.csv,930
chr7,ZAN.csv,64203
chr1,PITHD1.csv,9816
chr1,FAM43B.csv,2448
chr4,CDKN2AIP.csv,4429
chr17,MYO15A.csv,71489
chr1,DCLRE1B.csv,9468
chr11,HSPB2.csv,1360
chr22,TBC1D22A.csv,462345
chr8,LOC107986913.csv,6128
chr8,GDAP1.csv,138470
chr9,GPR21.csv,9117
chr12,MIR548C.csv,97
chr16,NPIPB8.csv,20854
chr22,MYO18B.csv,321715
chr7,ASB15.csv,72479
chr22,LOC100506472.csv,4969
chr4,PGM2.csv,36252
chr7,LOC107986722.csv,10288
chr12,AEBP2.csv,118127
chr2,GALM.csv,68844
chr22,IGLV7-43.csv,438
chr14,TRAV7.csv,511
chr13,LOC105377815.csv,12171
chr19,RAD23A.csv,7797
chr19,TSHZ3-AS1.csv,72817
chr2,TTC31.csv,11482
chr9,LOC105376308.csv,786
chr8,LOC105379368.csv,6028
chr12,LOC105370019.csv,48813
chr1,SLC6A17.csv,51709
chr19,ZNF486.csv,33275
chr13,LOC105370227.csv,8540
chr17,FAM215A.csv,780
chr19,MIR518D.csv,87
chr14,FUT8.csv,333531
chr19,LOC107985341.csv,1231
chr1,LOC105371227.csv,6195
chr12,APAF1.csv,90293
chr20,PDYN-AS1.csv,60308
chr15,GREM1.csv,27103
chr20,PPDPF.csv,1466
chr20,WFDC13.csv,6780
chr7,HBP1.csv,33537
chr7,LOC107986781.csv,73782
chr14,MIR654.csv,81
chr16,OR2C1.csv,1418
chr14,RNASE8.csv,634
chr4,LINC02437.csv,16433
chr23,MTM1.csv,110486
chr16,LOC105371064.csv,31315
chr12,LOC101929162.csv,23414
chr10,LOC107987148.csv,2612
chr10,NUDT13.csv,21373
chr3,LINC02027.csv,101780
chr6,NT5E.csv,45702
chr1,MIR557.csv,98
chr19,LOC101928844.csv,10773
chr1,MIR3659.csv,99
chr7,NUP205.csv,90837
chr6,MEP1A.csv,52604
chr1,LOC102724857.csv,4409
chr16,DUS2.csv,56037
chr4,LOC102723733.csv,44957
chr17,HIGD1B.csv,6200
chr20,RBM38.csv,17938
chr9,OBP2A.csv,5158
chr1,CENPF.csv,61377
chr10,DDIT4.csv,2113
chr6,KLC4.csv,15463
chr5,CARTPT.csv,1771
chr2,FSIP2.csv,94487
chr11,LOC107984408.csv,8497
